offense_description,district,shooting,month,weekend,hour,day
THREATS TO DO BODILY HARM,B3,0,8,0,19,18
SICK/INJURED/MEDICAL - PERSON,A1,0,8,0,19,18
M/V ACCIDENT - PROPERTY DAMAGE,B3,0,8,0,19,18
ASSAULT - SIMPLE,A1,0,8,0,19,18
INVESTIGATE PERSON,E18,0,8,0,19,18
INVESTIGATE PERSON,B2,0,8,0,20,18
M/V ACCIDENT - PROPERTY DAMAGE,A15,0,8,0,20,18
LARCENY ALL OTHERS,B2,0,8,0,20,18
M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,0,8,0,20,18
LARCENY ALL OTHERS,D14,0,8,0,20,18
AIRCRAFT INCIDENTS,D4,0,8,0,20,18
ASSAULT - SIMPLE,D4,0,8,0,20,18
DISTURBING THE PEACE/ DISORDERLY CONDUCT/ GATHERING CAUSING ANNOYANCE/ NOISY PAR,D4,0,8,0,20,18
INVESTIGATE PROPERTY,E18,0,8,0,20,18
INVESTIGATE PERSON,B2,0,8,0,20,18
ASSAULT - AGGRAVATED,D4,0,8,0,20,18
INVESTIGATE PERSON,A1,0,8,0,20,18
THREATS TO DO BODILY HARM,C11,0,8,0,20,18
AIRCRAFT INCIDENTS,D4,0,8,0,20,18
ASSAULT - SIMPLE,C11,0,8,0,20,18
ROBBERY,B2,0,8,0,21,18
VERBAL DISPUTE,A1,0,8,0,21,18
MISSING PERSON,B3,0,8,0,21,18
BURGLARY - RESIDENTIAL,B3,0,8,0,21,18
ROBBERY,B3,0,8,0,21,18
TOWED MOTOR VEHICLE,B3,0,8,0,21,18
WEAPON VIOLATION - CARRY/ POSSESSING/ SALE/ TRAFFICKING/ OTHER,B2,0,8,0,21,18
INVESTIGATE PERSON,C11,0,8,0,21,18
M/V - LEAVING SCENE - PERSONAL INJURY,D14,0,8,0,21,18
DEATH INVESTIGATION,B2,0,8,0,21,18
HARASSMENT/ CRIMINAL HARASSMENT,D14,0,8,0,22,18
M/V ACCIDENT - PROPERTY DAMAGE,D14,0,8,0,22,18
INVESTIGATE PERSON,E18,0,8,0,22,18
SICK ASSIST,A1,0,8,0,22,18
ROBBERY,C6,0,8,0,22,18
BALLISTICS EVIDENCE/FOUND,C11,1,8,0,22,18
M/V - LEAVING SCENE - PROPERTY DAMAGE,A1,0,8,0,23,18
INVESTIGATE PERSON,D4,0,8,0,23,18
INVESTIGATE PERSON,E18,0,8,0,23,18
INVESTIGATE PROPERTY,A7,0,8,0,23,18
M/V ACCIDENT - PROPERTY DAMAGE,D4,0,8,0,23,18
M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,0,8,0,23,18
VANDALISM,C11,0,8,0,23,18
INVESTIGATE PERSON,D4,0,8,0,23,18
INVESTIGATE PERSON,D14,0,8,0,23,18
HARASSMENT/ CRIMINAL HARASSMENT,C6,0,8,1,0,19
INVESTIGATE PERSON,B2,0,8,1,0,19
LARCENY THEFT FROM MV - NON-ACCESSORY,E18,0,8,1,0,19
LARCENY SHOPLIFTING,D4,0,8,1,0,19
BURGLARY - COMMERICAL,A1,0,8,1,0,19
PROPERTY - FOUND,B2,0,8,1,0,19
VERBAL DISPUTE,B3,0,8,1,0,19
AUTO THEFT - MOTORCYCLE / SCOOTER,E5,0,8,1,0,19
INVESTIGATE PROPERTY,E13,0,8,1,0,19
M/V - LEAVING SCENE - PROPERTY DAMAGE,D4,0,8,1,0,19
FORGERY / COUNTERFEITING,E5,0,8,1,0,19
M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,0,8,1,0,19
OTHER OFFENSE,A1,0,8,1,0,19
INVESTIGATE PERSON,B2,0,8,1,0,19
INVESTIGATE PERSON,C11,0,8,1,0,19
INVESTIGATE PROPERTY,C6,0,8,1,0,19
WARRANT ARREST - OUTSIDE OF BOSTON WARRANT,B2,0,8,1,0,19
FIRE REPORT,C11,0,8,1,0,19
M/V ACCIDENT - OTHER,B2,0,8,1,0,19
DISTURBING THE PEACE/ DISORDERLY CONDUCT/ GATHERING CAUSING ANNOYANCE/ NOISY PAR,A1,0,8,1,0,19
LARCENY ALL OTHERS,C11,0,8,1,0,19
AUTO THEFT - MOTORCYCLE / SCOOTER,D4,0,8,1,1,19
INVESTIGATE PERSON,D4,0,8,1,1,19
M/V - LEAVING SCENE - PROPERTY DAMAGE,E18,0,8,1,1,19
FORGERY / COUNTERFEITING,E5,0,8,1,1,19
SICK/INJURED/MEDICAL - PERSON,A1,0,8,1,1,19
TOWED MOTOR VEHICLE,D4,0,8,1,1,19
SICK ASSIST - DRUG RELATED ILLNESS,C6,0,8,1,1,19
PROPERTY - LOST/ MISSING,E13,0,8,1,1,19
SICK ASSIST,E13,0,8,1,1,19
WARRANT ARREST - OUTSIDE OF BOSTON WARRANT,A1,0,8,1,1,19
SICK ASSIST,A1,0,8,1,1,19
VANDALISM,D4,0,8,1,2,19
BURGLARY - COMMERICAL,D4,0,8,1,2,19
INVESTIGATE PROPERTY,C11,1,8,1,2,19
M/V ACCIDENT - PROPERTY DAMAGE,B2,0,8,1,2,19
M/V ACCIDENT - OTHER,B2,0,8,1,2,19
INVESTIGATE PERSON,E5,0,8,1,2,19
INVESTIGATE PROPERTY,A7,1,8,1,2,19
TOWED MOTOR VEHICLE,A7,0,8,1,3,19
INVESTIGATE PERSON,E5,0,8,1,3,19
INVESTIGATE PERSON,B2,0,8,1,4,19
INVESTIGATE PERSON,D4,0,8,1,5,19
BURGLARY - COMMERICAL,E5,0,8,1,5,19
M/V ACCIDENT - INVOLVING PEDESTRIAN - INJURY,A1,0,8,1,6,19
M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,0,8,1,6,19
ASSAULT - AGGRAVATED,B3,0,8,1,6,19
SICK ASSIST,B2,0,8,1,6,19
VANDALISM,E13,0,8,1,7,19
RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),C11,0,8,1,7,19
VANDALISM,B2,0,8,1,7,19
M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,0,8,1,7,19
LARCENY SHOPLIFTING,C11,0,8,1,7,19
TRESPASSING,A7,0,8,1,8,19
INVESTIGATE PROPERTY,B2,0,8,1,8,19
EXTORTION OR BLACKMAIL,C11,0,8,1,8,19
INVESTIGATE PERSON,E13,0,8,1,8,19
ASSAULT - SIMPLE,D4,0,8,1,8,19
LARCENY SHOPLIFTING,B2,0,8,1,8,19
M/V ACCIDENT - PROPERTY DAMAGE,E5,0,8,1,8,19
M/V - LEAVING SCENE - PROPERTY DAMAGE,D14,0,8,1,8,19
LARCENY ALL OTHERS,C11,0,8,1,8,19
M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,0,8,1,8,19
FRAUD - WIRE,B2,0,8,1,9,19
TRESPASSING,A7,0,8,1,9,19
ASSAULT - AGGRAVATED,D4,0,8,1,9,19
PROPERTY - LOST/ MISSING,C11,0,8,1,9,19
FRAUD - FALSE PRETENSE / SCHEME,A15,0,8,1,9,19
LARCENY THEFT OF BICYCLE,C11,0,8,1,9,19
LARCENY THEFT OF MV PARTS & ACCESSORIES,C11,0,8,1,9,19
M/V ACCIDENT - OTHER,E13,0,8,1,9,19
WARRANT ARREST - OUTSIDE OF BOSTON WARRANT,D4,0,8,1,9,19
SICK/INJURED/MEDICAL - PERSON,C11,0,8,1,9,19
HARASSMENT/ CRIMINAL HARASSMENT,E5,0,8,1,9,19
TOWED MOTOR VEHICLE,C11,0,8,1,9,19
FIRE REPORT,C11,0,8,1,10,19
M/V - LEAVING SCENE - PROPERTY DAMAGE,C6,0,8,1,10,19
M/V ACCIDENT - PROPERTY DAMAGE,E5,0,8,1,10,19
LARCENY THEFT OF BICYCLE,A1,0,8,1,10,19
PROPERTY - LOST/ MISSING,D14,0,8,1,10,19
LANDLORD - TENANT,B3,0,8,1,10,19
LARCENY ALL OTHERS,C11,0,8,1,10,19
ASSAULT - AGGRAVATED,B2,0,8,1,10,19
TOWED MOTOR VEHICLE,A15,0,8,1,10,19
M/V - LEAVING SCENE - PROPERTY DAMAGE,E5,0,8,1,11,19
LARCENY ALL OTHERS,C11,0,8,1,11,19
SICK ASSIST,D4,0,8,1,11,19
DRUGS - POSSESSION OF DRUG PARAPHANALIA,B2,0,8,1,11,19
M/V ACCIDENT - PROPERTY DAMAGE,E5,0,8,1,11,19
LARCENY THEFT OF MV PARTS & ACCESSORIES,C6,0,8,1,11,19
INVESTIGATE PERSON,A1,0,8,1,11,19
VANDALISM,B3,0,8,1,11,19
VANDALISM,B3,0,8,1,11,19
INVESTIGATE PERSON,A7,0,8,1,11,19
FRAUD - FALSE PRETENSE / SCHEME,E13,0,8,1,11,19
FRAUD - FALSE PRETENSE / SCHEME,D4,0,8,1,11,19
DANGEROUS OR HAZARDOUS CONDITION,C6,0,8,1,11,19
FRAUD - IMPERSONATION,B3,0,8,1,11,19
FRAUD - FALSE PRETENSE / SCHEME,E13,0,8,1,12,19
INVESTIGATE PERSON,E18,0,8,1,12,19
LARCENY SHOPLIFTING,A1,0,8,1,12,19
AUTO THEFT - MOTORCYCLE / SCOOTER,A1,0,8,1,12,19
INVESTIGATE PROPERTY,A7,0,8,1,12,19
LARCENY THEFT OF BICYCLE,D4,0,8,1,12,19
LARCENY ALL OTHERS,C11,0,8,1,12,19
LARCENY SHOPLIFTING,A1,0,8,1,12,19
LARCENY SHOPLIFTING,D4,0,8,1,12,19
INVESTIGATE PERSON,C6,0,8,1,12,19
VANDALISM,D4,0,8,1,12,19
LARCENY ALL OTHERS,D4,0,8,1,12,19
PROPERTY - FOUND,E13,0,8,1,12,19
DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1,0,8,1,13,19
TOWED MOTOR VEHICLE,E13,0,8,1,13,19
THREATS TO DO BODILY HARM,E5,0,8,1,13,19
VERBAL DISPUTE,A7,0,8,1,13,19
BURGLARY - RESIDENTIAL,B3,0,8,1,13,19
LARCENY ALL OTHERS,B2,0,8,1,13,19
THREATS TO DO BODILY HARM,E5,0,8,1,13,19
M/V ACCIDENT - INVOLVING BICYCLE - INJURY,D4,0,8,1,13,19
VERBAL DISPUTE,C11,0,8,1,13,19
SICK ASSIST,B2,0,8,1,13,19
THREATS TO DO BODILY HARM,C6,0,8,1,13,19
LARCENY SHOPLIFTING,D4,0,8,1,13,19
FORGERY / COUNTERFEITING,A1,0,8,1,13,19
INVESTIGATE PERSON,B3,0,8,1,13,19
M/V ACCIDENT - PROPERTY DAMAGE,D14,0,8,1,14,19
FRAUD - FALSE PRETENSE / SCHEME,C6,0,8,1,14,19
VANDALISM,A7,0,8,1,14,19
THREATS TO DO BODILY HARM,A7,0,8,1,14,19
LARCENY ALL OTHERS,B2,0,8,1,14,19
ASSAULT - AGGRAVATED,A1,0,8,1,14,19
M/V - LEAVING SCENE - PROPERTY DAMAGE,C6,0,8,1,14,19
TRESPASSING,B2,0,8,1,14,19
M/V ACCIDENT - PROPERTY DAMAGE,C11,0,8,1,14,19
DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,External,0,8,1,14,19
VANDALISM,E5,0,8,1,14,19
INVESTIGATE PERSON,E13,0,8,1,14,19
SICK ASSIST,E18,0,8,1,14,19
LARCENY THEFT FROM BUILDING,A7,0,8,1,14,19
M/V ACCIDENT - OTHER,A15,0,8,1,14,19
SICK ASSIST,E18,0,8,1,14,19
LARCENY ALL OTHERS,D4,0,8,1,14,19
M/V ACCIDENT - INVOLVING BICYCLE - INJURY,A1,0,8,1,14,19
VERBAL DISPUTE,D14,0,8,1,14,19
LARCENY SHOPLIFTING,D4,0,8,1,14,19
LARCENY SHOPLIFTING,C6,0,8,1,15,19
PROPERTY - LOST/ MISSING,D14,0,8,1,15,19
SICK ASSIST - DRUG RELATED ILLNESS,E13,0,8,1,15,19
M/V ACCIDENT - INVOLVING BICYCLE - INJURY,C11,0,8,1,15,19
M/V ACCIDENT - INVOLVING PEDESTRIAN - NO INJURY,C6,0,8,1,15,19
M/V ACCIDENT - PROPERTY DAMAGE,A15,0,8,1,15,19
LARCENY SHOPLIFTING,C6,0,8,1,15,19
VAL - VIOLATION OF AUTO LAW,D4,0,8,1,15,19
M/V ACCIDENT - INVOLVING PEDESTRIAN - NO INJURY,A1,0,8,1,15,19
LARCENY THEFT FROM MV - NON-ACCESSORY,C11,0,8,1,16,19
AIRCRAFT INCIDENTS,D4,0,8,1,16,19
LARCENY THEFT FROM BUILDING,B3,0,8,1,16,19
FRAUD - FALSE PRETENSE / SCHEME,E18,0,8,1,16,19
LARCENY THEFT OF BICYCLE,A1,0,8,1,16,19
ROBBERY,A1,0,8,1,16,19
LARCENY SHOPLIFTING,D4,0,8,1,16,19
SICK ASSIST,B2,0,8,1,16,19
VANDALISM,E13,0,8,1,16,19
INVESTIGATE PERSON,B2,0,8,1,16,19
LARCENY THEFT OF BICYCLE,A1,0,8,1,16,19
M/V - LEAVING SCENE - PROPERTY DAMAGE,A1,0,8,1,16,19
LARCENY THEFT FROM MV - NON-ACCESSORY,C11,0,8,1,17,19
M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,0,8,1,17,19
THREATS TO DO BODILY HARM,D14,0,8,1,17,19
PROPERTY - LOST/ MISSING,D14,0,8,1,17,19
VERBAL DISPUTE,C11,0,8,1,17,19
INVESTIGATE PROPERTY,A1,0,8,1,17,19
M/V - LEAVING SCENE - PROPERTY DAMAGE,E13,0,8,1,17,19
VANDALISM,C6,0,8,1,17,19
M/V ACCIDENT - INVOLVING PEDESTRIAN - INJURY,D4,0,8,1,17,19
FIRE REPORT,E13,0,8,1,17,19
HARASSMENT/ CRIMINAL HARASSMENT,E5,0,8,1,17,19
LARCENY ALL OTHERS,B3,0,8,1,17,19
INVESTIGATE PERSON,C6,0,8,1,18,19
PROPERTY - FOUND,E5,0,8,1,18,19
LARCENY ALL OTHERS,D4,0,8,1,18,19
FRAUD - IMPERSONATION,E18,0,8,1,18,19
SICK ASSIST,D14,0,8,1,18,19
MISSING PERSON - LOCATED,B2,0,8,1,18,19
M/V ACCIDENT - PROPERTY DAMAGE,E5,0,8,1,18,19
HARASSMENT/ CRIMINAL HARASSMENT,D4,0,8,1,18,19
ASSAULT - AGGRAVATED,C11,0,8,1,18,19
SICK ASSIST,C6,0,8,1,18,19
VERBAL DISPUTE,E5,0,8,1,18,19
M/V ACCIDENT - PROPERTY DAMAGE,D4,0,8,1,18,19
LARCENY ALL OTHERS,B2,0,8,1,18,19
ASSAULT - SIMPLE,E5,0,8,1,18,19
PROPERTY - LOST/ MISSING,A1,0,8,1,19,19
LARCENY THEFT FROM BUILDING,B3,0,8,1,19,19
INVESTIGATE PERSON,C11,0,8,1,19,19
LARCENY ALL OTHERS,A15,0,8,1,19,19
INVESTIGATE PERSON,B2,0,8,1,19,19
M/V ACCIDENT - PROPERTY DAMAGE,B2,0,8,1,19,19
VAL - OPERATING AFTER REV/SUSP.,C11,0,8,1,19,19
INVESTIGATE PERSON,C11,0,8,1,19,19
SICK ASSIST,E13,0,8,1,19,19
VAL - OPERATING AFTER REV/SUSP.,E5,0,8,1,19,19
INVESTIGATE PROPERTY,A7,0,8,1,19,19
SICK/INJURED/MEDICAL - PERSON,E18,0,8,1,19,19
INVESTIGATE PROPERTY,C11,0,8,1,19,19
M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,0,8,1,20,19
DEATH INVESTIGATION,C6,0,8,1,20,19
LARCENY SHOPLIFTING,A1,0,8,1,20,19
VANDALISM,C6,0,8,1,20,19
INVESTIGATE PROPERTY,C11,0,8,1,20,19
NOISY PARTY/RADIO-NO ARREST,B3,0,8,1,20,19
INVESTIGATE PROPERTY,B2,0,8,1,20,19
AUTO THEFT,B2,0,8,1,20,19
BALLISTICS EVIDENCE/FOUND,C6,1,8,1,21,19
PROPERTY - FOUND,A1,0,8,1,21,19
INVESTIGATE PERSON,D4,0,8,1,21,19
ASSAULT - AGGRAVATED,B2,0,8,1,21,19
INVESTIGATE PERSON,C11,0,8,1,21,19
LARCENY SHOPLIFTING,C11,0,8,1,21,19
PROPERTY - LOST/ MISSING,A1,0,8,1,21,19
AUTO THEFT,D4,0,8,1,21,19
INVESTIGATE PROPERTY,A7,0,8,1,21,19
ASSAULT - SIMPLE,A1,0,8,1,21,19
INVESTIGATE PERSON,D4,0,8,1,22,19
ASSAULT - AGGRAVATED,A1,0,8,1,22,19
SICK ASSIST,A1,0,8,1,22,19
ASSAULT - SIMPLE,C6,0,8,1,22,19
M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,0,8,1,22,19
SICK/INJURED/MEDICAL - PERSON,C11,0,8,1,22,19
SICK/INJURED/MEDICAL - PERSON,C11,0,8,1,22,19
LARCENY THEFT OF MV PARTS & ACCESSORIES,C11,0,8,1,22,19
LARCENY THEFT FROM MV - NON-ACCESSORY,E13,0,8,1,23,19
VAL - VIOLATION OF AUTO LAW,A1,0,8,1,23,19
SICK ASSIST,D4,0,8,1,23,19
HARASSMENT/ CRIMINAL HARASSMENT,E13,0,8,1,23,19
SUDDEN DEATH,D14,0,8,1,0,20
LARCENY THEFT OF BICYCLE,D14,0,8,1,0,20
TOWED MOTOR VEHICLE,D14,0,8,1,0,20
TOWED MOTOR VEHICLE,A1,0,8,1,0,20
BURGLARY - RESIDENTIAL,D14,0,8,1,0,20
ASSAULT - AGGRAVATED,C11,0,8,1,0,20
LIQUOR/ALCOHOL - DRINKING IN PUBLIC,A1,0,8,1,0,20
AUTO THEFT,B2,0,8,1,0,20
PROPERTY - LOST/ MISSING,A15,0,8,1,0,20
TOWED MOTOR VEHICLE,A1,0,8,1,0,20
SICK/INJURED/MEDICAL - POLICE,A1,0,8,1,0,20
M/V - LEAVING SCENE - PROPERTY DAMAGE,E5,0,8,1,0,20
INVESTIGATE PROPERTY,A7,0,8,1,0,20
M/V ACCIDENT - POLICE VEHICLE,A1,0,8,1,0,20
SICK/INJURED/MEDICAL - POLICE,A1,0,8,1,0,20
SICK/INJURED/MEDICAL - POLICE,A1,0,8,1,0,20
INVESTIGATE PROPERTY,B2,0,8,1,0,20
SUDDEN DEATH,B2,0,8,1,0,20
LARCENY ALL OTHERS,C6,0,8,1,1,20
PROPERTY - LOST/ MISSING,C11,0,8,1,1,20
BALLISTICS EVIDENCE/FOUND,B2,1,8,1,1,20
ASSAULT - AGGRAVATED,D4,0,8,1,1,20
TRESPASSING,D4,0,8,1,1,20
SICK ASSIST,A1,0,8,1,2,20
INVESTIGATE PERSON,B3,0,8,1,2,20
ASSAULT - SIMPLE,C11,0,8,1,2,20
VANDALISM,E13,0,8,1,2,20
LARCENY ALL OTHERS,C6,0,8,1,2,20
BALLISTICS EVIDENCE/FOUND,B3,1,8,1,3,20
M/V ACCIDENT - OTHER,C11,0,8,1,3,20
VAL - VIOLATION OF AUTO LAW,C11,0,8,1,3,20
M/V ACCIDENT - PROPERTY DAMAGE,C11,0,8,1,3,20
BURGLARY - RESIDENTIAL,D14,0,8,1,3,20
SICK ASSIST,D14,0,8,1,4,20
M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,0,8,1,4,20
INVESTIGATE PERSON,B2,0,8,1,6,20
INVESTIGATE PERSON,C6,0,8,1,6,20
AUTO THEFT,C11,0,8,1,6,20
PROPERTY - LOST/ MISSING,D4,0,8,1,6,20
VANDALISM,B3,0,8,1,6,20
TOWED MOTOR VEHICLE,A1,0,8,1,7,20
BALLISTICS EVIDENCE/FOUND,B2,1,8,1,7,20
DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C6,0,8,1,7,20
TOWED MOTOR VEHICLE,A1,0,8,1,7,20
INVESTIGATE PERSON,D4,0,8,1,8,20
TOWED MOTOR VEHICLE,C6,0,8,1,8,20
M/V ACCIDENT - POLICE VEHICLE,B2,0,8,1,8,20
SICK ASSIST,E18,0,8,1,8,20
LARCENY ALL OTHERS,A7,0,8,1,8,20
TOWED MOTOR VEHICLE,C6,0,8,1,9,20
BURGLARY - RESIDENTIAL,C11,0,8,1,9,20
MISSING PERSON - NOT REPORTED - LOCATED,E13,0,8,1,9,20
THREATS TO DO BODILY HARM,B2,0,8,1,9,20
TOWED MOTOR VEHICLE,D14,0,8,1,9,20
TOWED MOTOR VEHICLE,D14,0,8,1,9,20
FORGERY / COUNTERFEITING,D14,0,8,1,10,20
AUTO THEFT,B2,0,8,1,10,20
TOWED MOTOR VEHICLE,A1,0,8,1,10,20
THREATS TO DO BODILY HARM,D14,0,8,1,10,20
FRAUD - CREDIT CARD / ATM FRAUD,D14,0,8,1,10,20
M/V ACCIDENT - PERSONAL INJURY,B3,0,8,1,10,20
LARCENY THEFT FROM MV - NON-ACCESSORY,D4,0,8,1,10,20
SICK/INJURED/MEDICAL - PERSON,D14,0,8,1,10,20
LARCENY ALL OTHERS,C6,0,8,1,10,20
LARCENY THEFT FROM BUILDING,A1,0,8,1,11,20
FRAUD - FALSE PRETENSE / SCHEME,D14,0,8,1,11,20
LARCENY THEFT FROM MV - NON-ACCESSORY,E5,0,8,1,11,20
ASSAULT - AGGRAVATED,B3,0,8,1,11,20
INVESTIGATE PERSON,E18,0,8,1,11,20
M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,0,8,1,11,20
INJURY BICYCLE NO M/V INVOLVED,C11,0,8,1,11,20
FRAUD - CREDIT CARD / ATM FRAUD,D4,0,8,1,11,20
PROPERTY - LOST/ MISSING,B2,0,8,1,12,20
AUTO THEFT - LEASED/RENTED VEHICLE,B3,0,8,1,12,20
SICK ASSIST,A1,0,8,1,12,20
M/V - LEAVING SCENE - PROPERTY DAMAGE,E5,0,8,1,12,20
ASSAULT - SIMPLE,C11,0,8,1,12,20
INVESTIGATE PERSON,C11,0,8,1,12,20
SICK ASSIST - DRUG RELATED ILLNESS,C6,0,8,1,12,20
LARCENY THEFT FROM BUILDING,D14,0,8,1,12,20
VANDALISM,A7,0,8,1,13,20
BURGLARY - RESIDENTIAL,C11,0,8,1,13,20
SICK/INJURED/MEDICAL - PERSON,B2,0,8,1,13,20
LARCENY SHOPLIFTING,D14,0,8,1,13,20
VERBAL DISPUTE,C11,0,8,1,13,20
ASSAULT - SIMPLE,E18,0,8,1,14,20
SICK ASSIST,D4,0,8,1,14,20
M/V ACCIDENT - INVOLVING PEDESTRIAN - INJURY,A1,0,8,1,14,20
LARCENY THEFT FROM BUILDING,D14,0,8,1,14,20
M/V ACCIDENT - PERSONAL INJURY,A1,0,8,1,14,20
THREATS TO DO BODILY HARM,B3,0,8,1,14,20
SICK ASSIST,D4,0,8,1,14,20
BURGLARY - RESIDENTIAL,E5,0,8,1,15,20
PROPERTY - LOST THEN LOCATED,A7,0,8,1,15,20
INVESTIGATE PERSON,D4,0,8,1,15,20
M/V ACCIDENT - PROPERTY DAMAGE,C11,0,8,1,15,20
SICK/INJURED/MEDICAL - PERSON,D14,0,8,1,15,20
ASSAULT - AGGRAVATED,D14,0,8,1,15,20
DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C6,0,8,1,15,20
PROPERTY - LOST/ MISSING,B3,0,8,1,15,20
M/V - LEAVING SCENE - PROPERTY DAMAGE,A1,0,8,1,15,20
FRAUD - FALSE PRETENSE / SCHEME,E18,0,8,1,15,20
SICK ASSIST,D14,0,8,1,16,20
LARCENY THEFT FROM BUILDING,C11,0,8,1,16,20
LARCENY ALL OTHERS,D14,0,8,1,16,20
M/V ACCIDENT - PROPERTY DAMAGE,A7,0,8,1,16,20
MISSING PERSON - LOCATED,B3,0,8,1,16,20
MISSING PERSON - LOCATED,B3,0,8,1,16,20
M/V ACCIDENT - PERSONAL INJURY,B2,0,8,1,16,20
M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,0,8,1,16,20
ASSAULT - SIMPLE,C11,0,8,1,16,20
SICK ASSIST,A7,0,8,1,16,20
PROPERTY - LOST/ MISSING,A1,0,8,1,16,20
LICENSE PREMISE VIOLATION,C6,0,8,1,16,20
LANDLORD - TENANT,A7,0,8,1,17,20
SICK ASSIST,D14,0,8,1,17,20
PROPERTY - LOST/ MISSING,C6,0,8,1,17,20
PROPERTY - LOST/ MISSING,A7,0,8,1,17,20
RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),C6,0,8,1,17,20
M/V - LEAVING SCENE - PROPERTY DAMAGE,C6,0,8,1,18,20
SICK ASSIST,E13,0,8,1,18,20
VAL - VIOLATION OF AUTO LAW,A1,0,8,1,18,20
LARCENY THEFT OF BICYCLE,C6,0,8,1,18,20
LARCENY ALL OTHERS,E18,0,8,1,18,20
PROPERTY - LOST/ MISSING,D4,0,8,1,18,20
M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,0,8,1,18,20
MISSING PERSON - LOCATED,C11,0,8,1,18,20
INVESTIGATE PERSON,C6,0,8,1,18,20
M/V ACCIDENT - INVOLVING BICYCLE - INJURY,B2,0,8,1,18,20
SICK ASSIST - DRUG RELATED ILLNESS,C11,0,8,1,18,20
THREATS TO DO BODILY HARM,B2,0,8,1,19,20
VAL - VIOLATION OF AUTO LAW,B2,0,8,1,19,20
M/V ACCIDENT - OTHER,D4,0,8,1,19,20
SICK ASSIST,B2,0,8,1,19,20
M/V ACCIDENT - INVOLVING PEDESTRIAN - INJURY,A7,0,8,1,19,20
ASSAULT - AGGRAVATED,B3,1,8,1,19,20
PROPERTY - LOST/ MISSING,B3,0,8,1,20,20
VANDALISM,A7,0,8,1,20,20
INVESTIGATE PERSON,D4,0,8,1,20,20
FRAUD - FALSE PRETENSE / SCHEME,D14,0,8,1,20,20
M/V ACCIDENT - PROPERTY DAMAGE,B2,0,8,1,20,20
ASSAULT - SIMPLE,D4,0,8,1,20,20
INVESTIGATE PERSON,C11,0,8,1,20,20
LICENSE PREMISE VIOLATION,A1,0,8,1,20,20
VERBAL DISPUTE,D4,0,8,1,20,20
SICK ASSIST,A1,0,8,1,20,20
INVESTIGATE PERSON,A1,0,8,1,20,20
INVESTIGATE PERSON,E18,0,8,1,20,20
SICK/INJURED/MEDICAL - PERSON,E13,0,8,1,20,20
M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,0,8,1,21,20
ASSAULT - AGGRAVATED,C6,0,8,1,21,20
M/V PLATES - LOST,A7,0,8,1,21,20
M/V - LEAVING SCENE - PROPERTY DAMAGE,E5,0,8,1,21,20
ASSAULT - AGGRAVATED,D4,0,8,1,21,20
ASSAULT - SIMPLE,D4,0,8,1,21,20
ASSAULT - SIMPLE,A1,0,8,1,21,20
ASSAULT - SIMPLE,C6,0,8,1,21,20
INVESTIGATE PERSON,E18,0,8,1,21,20
RECOVERED - MV RECOVERED IN BOSTON (STOLEN IN BOSTON) MUST BE SUPPLEMENTAL,B2,0,8,1,21,20
BURGLARY - COMMERICAL,D4,0,8,1,22,20
VANDALISM,A1,0,8,1,22,20
INVESTIGATE PERSON,B2,0,8,1,22,20
INVESTIGATE PERSON,D4,0,8,1,22,20
LARCENY THEFT FROM BUILDING,D4,0,8,1,22,20
M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,0,8,1,22,20
INVESTIGATE PROPERTY,D4,0,8,1,22,20
DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B3,0,8,1,22,20
VANDALISM,B3,0,8,1,22,20
SICK ASSIST,A1,0,8,1,22,20
MISSING PERSON - LOCATED,B2,0,8,1,22,20
SICK ASSIST,A1,0,8,1,23,20
DISTURBING THE PEACE/ DISORDERLY CONDUCT/ GATHERING CAUSING ANNOYANCE/ NOISY PAR,A1,0,8,1,23,20
VERBAL DISPUTE,D14,0,8,1,23,20
FIREARM/WEAPON - FOUND OR CONFISCATED,D4,0,8,1,23,20
INVESTIGATE PERSON,E13,0,8,1,23,20
M/V ACCIDENT - PERSONAL INJURY,C11,0,8,1,23,20
ASSAULT - SIMPLE,A1,0,8,1,23,20
